Id,Title,Labels,Iteration,Iteration Start,Iteration End,Type,Estimate,Current State,Created at,Accepted at,Deadline,Requested By,Description,URL,Owned By,Task,Task Status,Task,Task Status,Task,Task Status,Task,Task Status,Task,Task Status,Task,Task Status
169663641,Create empty application,"dotnet, initial sln, test unit, web api",1,"Nov 4, 2019","Nov 10, 2019",chore,,accepted,"Nov 9, 2019","Nov 9, 2019",,Luan Miranda Sales,"Create an empty asp.net solution, web api and test unit",https://www.pivotaltracker.com/story/show/169663641,Luan Miranda Sales,Create solution ,completed,Create web api,completed,Create test unit,completed,Integrate project to solution,completed
169663650,Configure docker container,"docker container, first deploy, heroku",1,"Nov 4, 2019","Nov 10, 2019",chore,,accepted,"Nov 9, 2019","Nov 9, 2019",,Luan Miranda Sales,Create a docker container to deploy web api to heroku cloud.,https://www.pivotaltracker.com/story/show/169663650,Luan Miranda Sales,Create empty app on heroku,completed,Create Dockerfile on local project,completed,Deploy first image to heroku registry,completed
169663729,Add CI with Travis,"ci, travis",1,"Nov 4, 2019","Nov 10, 2019",feature,1,accepted,"Nov 9, 2019","Nov 9, 2019",,Luan Miranda Sales,Add project to Travis for CI,https://www.pivotaltracker.com/story/show/169663729,Luan Miranda Sales,Create yml,completed,Add web api project to travis,completed,Integrate with github,completed
169663730,Add test coverage with Coveralls,"coveralls, test coverage, tests",1,"Nov 4, 2019","Nov 10, 2019",feature,1,accepted,"Nov 9, 2019","Nov 9, 2019",,Luan Miranda Sales,Add project to coveralls for test coverage,https://www.pivotaltracker.com/story/show/169663730,Luan Miranda Sales,Add project to coverrals with TravisCI,completed
169663736,Add project to code review with CodeClimate,"code quality, code review, codeclimate",1,"Nov 4, 2019","Nov 10, 2019",feature,1,accepted,"Nov 9, 2019","Nov 9, 2019",,Luan Miranda Sales,Add web api project to CodeClimate for code quality and review.,https://www.pivotaltracker.com/story/show/169663736,Luan Miranda Sales,Add project to CodeClimate,completed
169663714,Add api documentation - Swagger,"documentation, swagger",1,"Nov 4, 2019","Nov 10, 2019",feature,1,accepted,"Nov 9, 2019","Nov 9, 2019",,Luan Miranda Sales,Add swagger service to create an api documentation,https://www.pivotaltracker.com/story/show/169663714,Luan Miranda Sales,Add swagger to web api,completed
169663722,Create class diagram for web api,uml,1,"Nov 4, 2019","Nov 10, 2019",chore,,accepted,"Nov 9, 2019","Nov 9, 2019",,Luan Miranda Sales,Create UML class diagram for web api project,https://www.pivotaltracker.com/story/show/169663722,Luan Miranda Sales,Create UML for web api project,completed
169663751,Add database layer with MongoDB Atlas,"atlas, database, mongodb, nosql",1,"Nov 4, 2019","Nov 10, 2019",feature,3,accepted,"Nov 9, 2019","Nov 10, 2019",,Luan Miranda Sales,Create a database integration to web api app with MongoDB Atlas,https://www.pivotaltracker.com/story/show/169663751,Luan Miranda Sales,Add MongoDB package to project,completed,Create database connection layer,completed,Create database collection abstraction,completed
169678833,Add Exception Handler Middleware,"",2,"Nov 11, 2019","Nov 17, 2019",feature,2,accepted,"Nov 11, 2019","Nov 11, 2019",,Luan Miranda Sales,Add middleware to handle genral exceptions as 500 errors,https://www.pivotaltracker.com/story/show/169678833,Luan Miranda Sales,Add Middleware,completed
169678941,Add Logger,"",2,"Nov 11, 2019","Nov 17, 2019",feature,2,accepted,"Nov 11, 2019","Nov 11, 2019",,Luan Miranda Sales,Add logger to API,https://www.pivotaltracker.com/story/show/169678941,Luan Miranda Sales,Add Nlog,completed,Add Logging all events in API request,completed
169663760,Create API 'Lançamentos',"api, endpoints, lançamentos",2,"Nov 11, 2019","Nov 17, 2019",feature,3,accepted,"Nov 9, 2019","Nov 12, 2019",,Luan Miranda Sales,Create api for 'Lançamentos' task on web api project.,https://www.pivotaltracker.com/story/show/169663760,Luan Miranda Sales,Create 'Lançamento' Schema on Models,completed,Create 'Lançamento' Controller ,completed,Add POST endpoint,completed,Add GET endpoint,completed,Add PUT endpoint,completed,Add DELETE endpoint,completed
169663805,Add validation layer to 'Lançamentos' API with FluentValidation,"fluent-validation, releases-controller, validation",2,"Nov 11, 2019","Nov 17, 2019",feature,2,accepted,"Nov 9, 2019","Nov 12, 2019",,Luan Miranda Sales,Add FluentValidation and validate input in 'Lançamentos' Controller.,https://www.pivotaltracker.com/story/show/169663805,Luan Miranda Sales,Add FluentValidation to web api project,completed,Create validation service layer to release controller actions,completed
169711533,Create API 'Estabelecimentos',"api, endpoints, lançamentos",2,"Nov 11, 2019","Nov 17, 2019",feature,2,accepted,"Nov 12, 2019","Nov 12, 2019",,Luan Miranda Sales,Create api for 'Estabelecimentos' task on web api project.,https://www.pivotaltracker.com/story/show/169711533,Luan Miranda Sales,Create 'Estabelecimento' Schema on Models,completed,Create 'Estabelecimento' Controller ,completed,Add POST endpoint,completed,Add GET endpoint,completed,Add PUT endpoint,completed,Add DELETE endpoint,completed
169714066,"Create API 'Extratos""","",2,"Nov 11, 2019","Nov 17, 2019",feature,1,accepted,"Nov 12, 2019","Nov 12, 2019",,Luan Miranda Sales,Create API for Statements,https://www.pivotaltracker.com/story/show/169714066,Luan Miranda Sales,Create Model and Schemas,completed,Create Controller,completed,Create GET endpoint,completed
169719714,Refactoring Controllers,"controllers, refactoring",2,"Nov 11, 2019","Nov 17, 2019",feature,2,accepted,"Nov 12, 2019","Nov 13, 2019",,Luan Miranda Sales,Refactoring cycles for controllers.,https://www.pivotaltracker.com/story/show/169719714,Luan Miranda Sales,Refactor Releases Controller,completed,Refactor Establisment Controller,completed,Refactor Statements Controller,completed
169663813,Test 'Lançamentos' controller,"postman, release-controller, tests, xunit",2,"Nov 11, 2019","Nov 17, 2019",feature,2,accepted,"Nov 9, 2019","Nov 15, 2019",,Luan Miranda Sales,Testing releases controller with Test Project (xunit) and Postman.,https://www.pivotaltracker.com/story/show/169663813,Luan Miranda Sales,Add Test to POST action,completed,Add Test to GET action,completed,Add Test to PUT action,completed,Add Test to DELETE action,completed,Create tests on postman,completed
169782333,Test 'Estabelecimentos' controller,"establishment-controller, postman, tests, xunit",2,"Nov 11, 2019","Nov 17, 2019",feature,2,accepted,"Nov 15, 2019","Nov 15, 2019",,Luan Miranda Sales,Testing releases controller with Test Project (xunit) and Postman.,https://www.pivotaltracker.com/story/show/169782333,Luan Miranda Sales,Add Test to POST action,completed,Add Test to GET action,completed,Add Test to PUT action,completed,Add Test to DELETE action,completed,Create tests on postman,completed
169782524,Test 'Extratos' controller,"",2,"Nov 11, 2019","Nov 17, 2019",feature,1,accepted,"Nov 15, 2019","Nov 15, 2019",,Luan Miranda Sales,,https://www.pivotaltracker.com/story/show/169782524,Luan Miranda Sales
